Dynamic Spectral,PulseID,Source,Telescope,Date,Repeater,Receiver,Observing_band,MJD,GL,GB,SNR,DM_SNR,DM_SNR_err,DM_alig,DM_alig_err,Flux_density,Flux_density_err,Width,Width_err,Freq_high,Freq_low,Freq_peak,Fluence,Fluence_err,Energy,Energy_err,Polar_l,Polar_l_err,Polar_c,Polar_c_err,RM_syn,RM_syn_err,RM_QUfit,RM_QUfit_err,Scatt_t,Scatt_t_err,Scin_f,Scin_f_err,Reference
"",3858,FRB20201124A,FAST,,Yes,19-beam,,59312.33096699,177.6,-8.5,19.95,,,," ",0.0246,+0.0022/-0.0022,8.424,+0.827/-0.827,,,,0.2074,+0.0078/-0.0078,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3859,FRB20201124A,FAST,,Yes,19-beam,,59312.33374214,177.6,-8.5,185.42,,,414.4477,+1.5406/-1.5406,0.2328,+0.0035/-0.0035,13.997,+0.225/-0.225,,,,3.2597,+0.0158/-0.0158,,,82.94,+0.39/-0.39,0.56,+0.56/-0.56,,,-613.879,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3860,FRB20201124A,FAST,,Yes,19-beam,,59312.33388223,177.6,-8.5,7.8,,,," ",0.0093,+0.0019/-0.0019,5.87,+1.399/-1.399,,,,0.0541,+0.0058/-0.0058,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3861,FRB20201124A,FAST,,Yes,19-beam,,59312.33483522,177.6,-8.5,12.24,,,," ",0.0165,+0.0022/-0.0022,5.464,+0.791/-0.791,,,,0.0902,+0.0054/-0.0054,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3862,FRB20201124A,FAST,,Yes,19-beam,,59312.33483534,177.6,-8.5,16.07,,,," ",0.0187,+0.0021/-0.0021,7.372,+0.887/-0.887,,,,0.1382,+0.0064/-0.0064,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3863,FRB20201124A,FAST,,Yes,19-beam,,59312.33814502,177.6,-8.5,9.5,,,," ",0.0118,+0.0022/-0.0022,5.251,+1.133/-1.133,,,,0.0618,+0.0058/-0.0058,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3864,FRB20201124A,FAST,,Yes,19-beam,,59312.34015132,177.6,-8.5,115.72,,,414.0533,+0.6139/-0.6139,0.1035,+0.0024/-0.0024,9.107,+0.227/-0.227,,,,0.9427,+0.0101/-0.0101,,,77.96,+0.5/-0.5,0.3,+0.82/-0.82,,,-588.848,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3865,FRB20201124A,FAST,,Yes,19-beam,,59312.34439298,177.6,-8.5,70.32,,,413.7257,+0.6882/-0.6882,0.1155,+0.0022/-0.0022,5.25,+0.123/-0.123,,,,0.6067,+0.0085/-0.0085,,,73.28,+1.15/-1.15,1.15,+1.85/-1.85,,,-612.318,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3866,FRB20201124A,FAST,,Yes,19-beam,,59312.34764366,177.6,-8.5,55.36,,,," ",0.0456,+0.0016/-0.0016,8.826,+0.366/-0.366,,,,0.403,+0.0082/-0.0082,,,62.97,+1.04/-1.04,1.78,+1.73/-1.73,,,-620.316,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3867,FRB20201124A,FAST,,Yes,19-beam,,59313.32610275,177.6,-8.5,58.02,,,," ",0.0683,+0.0022/-0.0022,8.883,+0.32/-0.32,,,,0.6072,+0.0102/-0.0102,,,64.14,+1.13/-1.13,0.07,+1.73/-1.73,,,-606.359,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3868,FRB20201124A,FAST,,Yes,19-beam,,59313.32740066,177.6,-8.5,9.6,,,," ",0.0112,+0.0026/-0.0026,8.833,+2.14/-2.14,,,,0.0986,+0.0085/-0.0085,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3869,FRB20201124A,FAST,,Yes,19-beam,,59313.32740082,177.6,-8.5,16.3,,,," ",0.0269,+0.0034/-0.0034,5.209,+0.767/-0.767,,,,0.1398,+0.0104/-0.0104,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3870,FRB20201124A,FAST,,Yes,19-beam,,59313.32740111,177.6,-8.5,18.33,,,," ",0.0178,+0.0027/-0.0027,9.577,+1.622/-1.622,,,,0.1701,+0.0118/-0.0118,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3871,FRB20201124A,FAST,,Yes,19-beam,,59313.3286074,177.6,-8.5,9.78,,,," ",0.019,+0.0021/-0.0021,4.541,+0.547/-0.547,,,,0.0866,+0.0046/-0.0046,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3872,FRB20201124A,FAST,,Yes,19-beam,,59313.32966161,177.6,-8.5,304.66,,,415.6565,+0.4143/-0.4143,0.9109,+0.0056/-0.0056,7.187,+0.048/-0.048,,,,6.5472,+0.0155/-0.0155,,,89.13,+0.22/-0.22,6.63,+0.33/-0.33,,,-603.065,,,,25.462,+20.251/-20.251,https://doi.org/10.1038/s41586-022-05071-8
"",3873,FRB20201124A,FAST,,Yes,19-beam,,59313.33011935,177.6,-8.5,27.85,,,," ",0.0512,+0.004/-0.004,9.185,+0.823/-0.823,,,,0.4702,+0.0192/-0.0192,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3874,FRB20201124A,FAST,,Yes,19-beam,,59313.33052176,177.6,-8.5,30.4,,,," ",0.0232,+0.0019/-0.0019,9.279,+0.822/-0.822,,,,0.2146,+0.0074/-0.0074,,,45.97,+2.22/-2.22,8.57,+3.3/-3.3,,,-609.109,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3875,FRB20201124A,FAST,,Yes,19-beam,,59313.33200201,177.6,-8.5,31.97,,,," ",0.0254,+0.0021/-0.0021,12.238,+1.108/-1.108,,,,0.3109,+0.0101/-0.0101,,,50.78,+1.85/-1.85,6.28,+2.97/-2.97,,,-605.553,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3876,FRB20201124A,FAST,,Yes,19-beam,,59313.3331622,177.6,-8.5,90.63,,,414.6526,+0.4856/-0.4856,0.1419,+0.0029/-0.0029,7.221,+0.165/-0.165,,,,1.0246,+0.0114/-0.0114,,,72.62,+0.66/-0.66,30.66,+0.96/-0.96,,,-585.625,,,,6.546,+5.398/-5.398,https://doi.org/10.1038/s41586-022-05071-8
"",3877,FRB20201124A,FAST,,Yes,19-beam,,59313.33316295,177.6,-8.5,40.41,,,," ",0.0568,+0.0027/-0.0027,6.457,+0.353/-0.353,,,,0.3669,+0.0088/-0.0088,,,57.16,+1.47/-1.47,10.57,+2.14/-2.14,,,-600.121,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3878,FRB20201124A,FAST,,Yes,19-beam,,59313.33336911,177.6,-8.5,542.26,,,412.7233,+0.2772/-0.2772,0.771,+0.0038/-0.0038,9.628,+0.053/-0.053,,,,7.4232,+0.0157/-0.0157,,,91.94,+0.12/-0.12,11.29,+0.19/-0.19,,,-620.828,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3879,FRB20201124A,FAST,,Yes,19-beam,,59313.3338388,177.6,-8.5,16.53,,,," ",0.04,+0.0029/-0.0029,5.632,+0.459/-0.459,,,,0.2253,+0.008/-0.008,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3880,FRB20201124A,FAST,,Yes,19-beam,,59313.3345591,177.6,-8.5,124.67,,,," ",0.1994,+0.003/-0.003,5.785,+0.101/-0.101,,,,1.153,+0.0101/-0.0101,,,81.74,+0.58/-0.58,3.26,+0.86/-0.86,,,-607.529,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3881,FRB20201124A,FAST,,Yes,19-beam,,59313.33455967,177.6,-8.5,168.47,,,415.2034,+0.6935/-0.6935,0.1974,+0.0032/-0.0032,14.71,+0.248/-0.248,,,,2.9037,+0.0152/-0.0152,,,77.63,+0.43/-0.43,5.46,+0.64/-0.64,,,-590.992,,,,5.673,+0.763/-0.763,https://doi.org/10.1038/s41586-022-05071-8
"",3882,FRB20201124A,FAST,,Yes,19-beam,,59313.33498542,177.6,-8.5,25.92,,,," ",0.0862,+0.0037/-0.0037,6.553,+0.311/-0.311,,,,0.5656,+0.0126/-0.0126,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3883,FRB20201124A,FAST,,Yes,19-beam,,59313.33498625,177.6,-8.5,17.99,,,," ",0.0515,+0.0034/-0.0034,8.511,+0.61/-0.61,,,,0.4384,+0.012/-0.012,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3884,FRB20201124A,FAST,,Yes,19-beam,,59313.33498638,177.6,-8.5,12.97,,,," ",0.073,+0.0043/-0.0043,5.1,+0.34/-0.34,,,,0.3718,+0.0117/-0.0117,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3885,FRB20201124A,FAST,,Yes,19-beam,,59313.33522928,177.6,-8.5,131.11,,,412.8621,+1.0847/-1.0847,0.1102,+0.0026/-0.0026,12.801,+0.31/-0.31,,,,1.4102,+0.012/-0.012,,,78,+0.54/-0.54,0,+0.8/-0.8,,,-598.004,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3886,FRB20201124A,FAST,,Yes,19-beam,,59313.33788762,177.6,-8.5,42.07,,,416.7379,+0.4777/-0.4777,0.0434,+0.0019/-0.0019,6.822,+0.349/-0.349,,,,0.2962,+0.0075/-0.0075,,,55.31,+1.23/-1.23,10.29,+1.85/-1.85,,,-598.753,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3887,FRB20201124A,FAST,,Yes,19-beam,,59313.33792315,177.6,-8.5,11.11,,,," ",0.0245,+0.0022/-0.0022,2.85,+0.329/-0.329,,,,0.0698,+0.005/-0.005,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3888,FRB20201124A,FAST,,Yes,19-beam,,59313.34237592,177.6,-8.5,521.15,,,415.2209,+0.3374/-0.3374,0.9219,+0.0045/-0.0045,6.822,+0.036/-0.036,,,,6.2891,+0.0126/-0.0126,,,92.32,+0.13/-0.13,13.75,+0.2/-0.2,,,-618.474,,,,4.135,+8.057/-8.057,https://doi.org/10.1038/s41586-022-05071-8
"",3889,FRB20201124A,FAST,,Yes,19-beam,,59313.34315385,177.6,-8.5,34.59,,,," ",0.0507,+0.0027/-0.0027,12.865,+0.717/-0.717,,,,0.6528,+0.012/-0.012,,,60.09,+2/-2,0.5,+3.09/-3.09,,,-599.082,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3890,FRB20201124A,FAST,,Yes,19-beam,,59313.34315406,177.6,-8.5,20.26,,,," ",0.0754,+0.0034/-0.0034,6.345,+0.319/-0.319,,,,0.4784,+0.0104/-0.0104,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3891,FRB20201124A,FAST,,Yes,19-beam,,59313.34577201,177.6,-8.5,593.14,,,413.4398,+0.3176/-0.3176,0.6859,+0.0038/-0.0038,15.819,+0.094/-0.094,,,,10.8517,+0.0198/-0.0198,,,92.74,+0.1/-0.1,1.23,+0.15/-0.15,,,-601.41,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3892,FRB20201124A,FAST,,Yes,19-beam,,59313.34641926,177.6,-8.5,38.06,,,," ",0.1398,+0.005/-0.005,9.792,+0.369/-0.369,,,,1.3696,+0.0181/-0.0181,,,57.1,+1.59/-1.59,11.19,+2.6/-2.6,,,-628.71,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3893,FRB20201124A,FAST,,Yes,19-beam,,59313.34641991,177.6,-8.5,56.81,,,," ",0.2002,+0.0053/-0.0053,18.251,+0.505/-0.505,,,,3.6533,+0.0275/-0.0275,,,57.55,+1.11/-1.11,6.48,+1.81/-1.81,,,-597.574,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3894,FRB20201124A,FAST,,Yes,19-beam,,59313.34677926,177.6,-8.5,296.05,,,412.7169,+0.2116/-0.2116,0.3477,+0.0034/-0.0034,7.346,+0.077/-0.077,,,,2.5538,+0.0104/-0.0104,,,88.81,+0.17/-0.17,25.1,+0.29/-0.29,,,-591.189,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3895,FRB20201124A,FAST,,Yes,19-beam,,59313.34964425,177.6,-8.5,13.21,,,," ",0.0192,+0.0021/-0.0021,6.396,+0.744/-0.744,,,,0.123,+0.0056/-0.0056,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3896,FRB20201124A,FAST,,Yes,19-beam,,59313.35006482,177.6,-8.5,212.24,,,413.2127,+0.2084/-0.2084,0.2677,+0.0026/-0.0026,5.872,+0.068/-0.068,,,,1.572,+0.0099/-0.0099,,,87.02,+0.31/-0.31,1.31,+0.52/-0.52,,,-604.157,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3897,FRB20201124A,FAST,,Yes,19-beam,,59313.35172676,177.6,-8.5,29.2,,,," ",0.0154,+0.0014/-0.0014,11.539,+1.206/-1.206,,,,0.1765,+0.0064/-0.0064,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3898,FRB20201124A,FAST,,Yes,19-beam,,59313.35172698,177.6,-8.5,27.34,,,," ",0.027,+0.0018/-0.0018,6.164,+0.438/-0.438,,,,0.1666,+0.0056/-0.0056,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3899,FRB20201124A,FAST,,Yes,19-beam,,59313.35204163,177.6,-8.5,255.15,,,412.711,+0.2986/-0.2986,0.2171,+0.0022/-0.0022,7.732,+0.093/-0.093,,,,1.6784,+0.0093/-0.0093,,,91.33,+0.25/-0.25,3.73,+0.38/-0.38,,,-592.268,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3900,FRB20201124A,FAST,,Yes,19-beam,,59313.35428968,177.6,-8.5,125.86,,,412.2401,+0.2859/-0.2859,0.1232,+0.0027/-0.0027,8.58,+0.21/-0.21,,,,1.0574,+0.0102/-0.0102,,,78.95,+0.48/-0.48,1.19,+0.81/-0.81,,,-621.777,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3901,FRB20201124A,FAST,,Yes,19-beam,,59313.35429009,177.6,-8.5,23.41,,,," ",0.0811,+0.0045/-0.0045,9.211,+0.541/-0.541,,,,0.7466,+0.0138/-0.0138,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3902,FRB20201124A,FAST,,Yes,19-beam,,59313.35513503,177.6,-8.5,58.52,,,411.4939,+0.3771/-0.3771,0.2314,+0.0027/-0.0027,3.811,+0.062/-0.062,,,,0.8818,+0.0096/-0.0096,,,68.42,+1.27/-1.27,25.97,+1.89/-1.89,,,-603.406,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3903,FRB20201124A,FAST,,Yes,19-beam,,59313.35826581,177.6,-8.5,147.16,,,," ",0.1512,+0.0026/-0.0026,7.519,+0.141/-0.141,,,,1.1371,+0.0099/-0.0099,,,84.19,+0.4/-0.4,0.45,+0.66/-0.66,,,-609.402,,,,11.125,+4.134/-4.134,https://doi.org/10.1038/s41586-022-05071-8
"",3904,FRB20201124A,FAST,,Yes,19-beam,,59313.35844516,177.6,-8.5,20.67,,,," ",0.0275,+0.0022/-0.0022,8.261,+0.746/-0.746,,,,0.2274,+0.008/-0.008,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3905,FRB20201124A,FAST,,Yes,19-beam,,59313.35892236,177.6,-8.5,82.07,,,," ",0.1182,+0.0037/-0.0037,12.1,+0.391/-0.391,,,,1.4301,+0.015/-0.015,,,72.29,+0.69/-0.69,8.36,+1.08/-1.08,,,-604.98,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3906,FRB20201124A,FAST,,Yes,19-beam,,59313.35957316,177.6,-8.5,156.61,,,413.4311,+0.4241/-0.4241,0.3283,+0.0035/-0.0035,6.853,+0.082/-0.082,,,,2.2502,+0.0122/-0.0122,,,87.48,+0.44/-0.44,6.07,+0.69/-0.69,,,-588.887,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3907,FRB20201124A,FAST,,Yes,19-beam,,59313.36037066,177.6,-8.5,19.84,,,," ",0.0293,+0.0038/-0.0038,10.25,+1.427/-1.427,,,,0.2995,+0.0157/-0.0157,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3908,FRB20201124A,FAST,,Yes,19-beam,,59313.36157939,177.6,-8.5,20.13,,,," ",0.0176,+0.0016/-0.0016,5.003,+0.516/-0.516,,,,0.0882,+0.0043/-0.0043,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3909,FRB20201124A,FAST,,Yes,19-beam,,59313.36158061,177.6,-8.5,30.39,,,," ",0.0698,+0.0024/-0.0024,6.316,+0.25/-0.25,,,,0.441,+0.0093/-0.0093,,,52.81,+1.65/-1.65,2.69,+2.7/-2.7,,,-600.993,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3910,FRB20201124A,FAST,,Yes,19-beam,,59313.36158083,177.6,-8.5,17.59,,,," ",0.0718,+0.0038/-0.0038,5.945,+0.35/-0.35,,,,0.427,+0.0115/-0.0115,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3911,FRB20201124A,FAST,,Yes,19-beam,,59313.36222402,177.6,-8.5,139.04,,,413.6203,+0.9415/-0.9415,0.2002,+0.0037/-0.0037,15.651,+0.302/-0.302,,,,3.1331,+0.0165/-0.0165,,,76.59,+0.45/-0.45,18.44,+0.76/-0.76,,,-609.405,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3912,FRB20201124A,FAST,,Yes,19-beam,,59313.36230543,177.6,-8.5,41.68,,,," ",0.0592,+0.0027/-0.0027,6.464,+0.331/-0.331,,,,0.3829,+0.0077/-0.0077,,,65.56,+1.41/-1.41,3.26,+2.2/-2.2,,,-608.52,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3913,FRB20201124A,FAST,,Yes,19-beam,,59313.36230571,177.6,-8.5,50.22,,,413.6952,+0.5683/-0.5683,0.0565,+0.0032/-0.0032,14.046,+0.841/-0.841,,,,0.7923,+0.0123/-0.0123,,,54.14,+1.22/-1.22,4.07,+1.9/-1.9,,,-612.49,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3914,FRB20201124A,FAST,,Yes,19-beam,,59313.36239306,177.6,-8.5,880.29,,,412.0786,+0.1864/-0.1864,0.676,+0.0032/-0.0032,9.671,+0.048/-0.048,,,,6.5382,+0.0104/-0.0104,,,94.56,+0.07/-0.07,17.24,+0.11/-0.11,,,-602.36,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3915,FRB20201124A,FAST,,Yes,19-beam,,59313.36366245,177.6,-8.5,336.86,,,419.9968,+0.423/-0.423,0.5245,+0.005/-0.005,12.637,+0.123/-0.123,,,,6.6285,+0.0173/-0.0173,,,91.5,+0.18/-0.18,0.2,+0.28/-0.28,,,-610.652,,,,11.623,+1.012/-1.012,https://doi.org/10.1038/s41586-022-05071-8
"",3916,FRB20201124A,FAST,,Yes,19-beam,,59313.3647521,177.6,-8.5,516.1,,,414.26,+0.0926/-0.0926,0.7021,+0.0034/-0.0034,4.469,+0.024/-0.024,,,,3.1374,+0.0082/-0.0082,,,88.7,+0.13/-0.13,27.55,+0.2/-0.2,,,-600.076,,,,4.794,+2.161/-2.161,https://doi.org/10.1038/s41586-022-05071-8
"",3917,FRB20201124A,FAST,,Yes,19-beam,,59313.36553751,177.6,-8.5,56.64,,,414.9578,+0.4884/-0.4884,0.087,+0.0021/-0.0021,6.03,+0.168/-0.168,,,,0.5243,+0.0078/-0.0078,,,69.14,+1.12/-1.12,1.51,+1.71/-1.71,,,-600.852,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3918,FRB20201124A,FAST,,Yes,19-beam,,59313.36653867,177.6,-8.5,56.57,,,411.6222,+0.6267/-0.6267,0.04,+0.0018/-0.0018,9.933,+0.505/-0.505,,,,0.3973,+0.0094/-0.0094,,,62.62,+1.26/-1.26,0.2,+1.93/-1.93,,,-592.731,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3919,FRB20201124A,FAST,,Yes,19-beam,,59313.36654053,177.6,-8.5,112.89,,,," ",0.3504,+0.0032/-0.0032,6.946,+0.077/-0.077,,,,2.4344,+0.0146/-0.0146,,,75.72,+0.74/-0.74,2.46,+1.1/-1.1,,,-619.338,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3920,FRB20201124A,FAST,,Yes,19-beam,,59313.36888858,177.6,-8.5,24.13,,,," ",0.0931,+0.0032/-0.0032,11.2,+0.413/-0.413,,,,1.0437,+0.0157/-0.0157,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3921,FRB20201124A,FAST,,Yes,19-beam,,59313.37028645,177.6,-8.5,238.9,,,," ",0.431,+0.0035/-0.0035,8.205,+0.074/-0.074,,,,3.5376,+0.0133/-0.0133,,,82.95,+0.26/-0.26,38.65,+0.39/-0.39,,,-586.464,,,,0.809,+6.818/-6.818,https://doi.org/10.1038/s41586-022-05071-8
"",3922,FRB20201124A,FAST,,Yes,19-beam,,59313.3716904,177.6,-8.5,812.6,,,412.175,+0.1797/-0.1797,0.9584,+0.0042/-0.0042,10.006,+0.045/-0.045,,,,9.5902,+0.0133/-0.0133,,,87.33,+0.07/-0.07,6.5,+0.11/-0.11,,,-604.834,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3923,FRB20201124A,FAST,,Yes,19-beam,,59313.37262503,177.6,-8.5,298.17,,,413.0026,+0.2751/-0.2751,0.5912,+0.0054/-0.0054,14.09,+0.135/-0.135,,,,8.3293,+0.0216/-0.0216,,,89.15,+0.19/-0.19,16.9,+0.29/-0.29,,,-577.84,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3924,FRB20201124A,FAST,,Yes,19-beam,,59313.37449025,177.6,-8.5,292.69,,,411.307,+0.2498/-0.2498,0.7621,+0.0061/-0.0061,13.955,+0.114/-0.114,,,,10.6352,+0.0227/-0.0227,,,88.01,+0.21/-0.21,25.41,+0.35/-0.35,,,-607.245,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3925,FRB20201124A,FAST,,Yes,19-beam,,59313.37459115,177.6,-8.5,142.51,,,," ",0.681,+0.0053/-0.0053,6.987,+0.063/-0.063,,,,4.7574,+0.0221/-0.0221,,,84.29,+0.44/-0.44,1.35,+0.7/-0.7,,,-599.208,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3926,FRB20201124A,FAST,,Yes,19-beam,,59313.37480261,177.6,-8.5,8.49,,,," ",0.0488,+0.004/-0.004,2.551,+0.248/-0.248,,,,0.1246,+0.0064/-0.0064,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3927,FRB20201124A,FAST,,Yes,19-beam,,59313.37779667,177.6,-8.5,878.01,,,412.2439,+0.183/-0.183,1.6762,+0.0048/-0.0048,12.039,+0.036/-0.036,,,,20.1794,+0.0187/-0.0187,,,94.76,+0.05/-0.05,7.61,+0.08/-0.08,,,-610.282,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3928,FRB20201124A,FAST,,Yes,19-beam,,59313.37803445,177.6,-8.5,29.09,,,," ",0.0741,+0.0048/-0.0048,9.248,+0.637/-0.637,,,,0.6848,+0.0142/-0.0142,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3929,FRB20201124A,FAST,,Yes,19-beam,,59313.37803469,177.6,-8.5,177.88,,,412.0165,+0.4259/-0.4259,0.5576,+0.0045/-0.0045,7.046,+0.063/-0.063,,,,3.9288,+0.0152/-0.0152,,,85.48,+0.33/-0.33,14.25,+0.55/-0.55,,,-603.981,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3930,FRB20201124A,FAST,,Yes,19-beam,,59313.37980827,177.6,-8.5,26.66,,,," ",0.1042,+0.0046/-0.0046,10.131,+0.49/-0.49,,,,1.0554,+0.0205/-0.0205,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3931,FRB20201124A,FAST,,Yes,19-beam,,59313.3812024,177.6,-8.5,438.54,,,412.7907,+0.4309/-0.4309,0.809,+0.0045/-0.0045,7.871,+0.048/-0.048,,,,6.367,+0.0158/-0.0158,,,88.8,+0.14/-0.14,34.01,+0.22/-0.22,,,-603.244,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3932,FRB20201124A,FAST,,Yes,19-beam,,59313.38526167,177.6,-8.5,69.55,,,412.2109,+1.1165/-1.1165,0.2189,+0.0032/-0.0032,7.801,+0.134/-0.134,,,,1.7072,+0.0146/-0.0146,,,58.52,+1.13/-1.13,1.68,+1.77/-1.77,,,-584.533,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3933,FRB20201124A,FAST,,Yes,19-beam,,59313.38888727,177.6,-8.5,24.07,,,," ",0.0315,+0.0026/-0.0026,7.682,+0.693/-0.693,,,,0.2421,+0.0098/-0.0098,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3934,FRB20201124A,FAST,,Yes,19-beam,,59313.38981753,177.6,-8.5,107.95,,,," ",0.2163,+0.0038/-0.0038,11.296,+0.211/-0.211,,,,2.444,+0.0154/-0.0154,,,69.45,+0.7/-0.7,20.52,+0.97/-0.97,,,-598.387,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3935,FRB20201124A,FAST,,Yes,19-beam,,59313.39078002,177.6,-8.5,27.66,,,," ",0.0432,+0.0026/-0.0026,7.553,+0.504/-0.504,,,,0.3264,+0.0091/-0.0091,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3936,FRB20201124A,FAST,,Yes,19-beam,,59313.39134008,177.6,-8.5,559.17,,,411.5987,+0.3534/-0.3534,0.6962,+0.004/-0.004,12.035,+0.072/-0.072,,,,8.3782,+0.0174/-0.0174,,,93.52,+0.1/-0.1,0.96,+0.15/-0.15,,,-595.232,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3937,FRB20201124A,FAST,,Yes,19-beam,,59313.39134108,177.6,-8.5,29.27,,,," ",0.0602,+0.0027/-0.0027,9.899,+0.494/-0.494,,,,0.5958,+0.0122/-0.0122,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3938,FRB20201124A,FAST,,Yes,19-beam,,59313.39525861,177.6,-8.5,20.04,,,," ",0.0499,+0.0027/-0.0027,6.412,+0.381/-0.381,,,,0.32,+0.0083/-0.0083,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3939,FRB20201124A,FAST,,Yes,19-beam,,59313.39823843,177.6,-8.5,8.36,,,," ",0.0146,+0.0024/-0.0024,6.065,+1.078/-1.078,,,,0.0882,+0.0064/-0.0064,,,," ",," ",,,,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
"",3940,FRB20201124A,FAST,,Yes,19-beam,,59313.39955734,177.6,-8.5,529.39,,,412.0937,+0.1411/-0.1411,0.3307,+0.003/-0.003,12.029,+0.114/-0.114,,,,3.9782,+0.0106/-0.0106,,,93.41,+0.14/-0.14,1.1,+0.22/-0.22,,,-611.476,,,,," ",https://doi.org/10.1038/s41586-022-05071-8
